ticker,year,statement_date,revenue,net_income,total_debt,equity,current_assets,current_liabilities,profit_margin,roe,debt_to_equity,current_ratio,sector,return_1m,return_1y,return_long_term,sector_encoded,revenue_growth,net_income_growth,debt_growth,equity_growth,label_long_term_custom,label_1y_custom,label_1m_custom
BEAM,2022,2022-12-31,60920000.0,-289088000.0,179005000.0,733474000.0,1092896000.0,223595000.0,-4.745370978332239,-0.3941353067729735,0.2440509138701576,4.887837384556899,Healthcare,0.1642551210675755,-0.2655412628201734,-0.2020364166622543,6,,,,,Hold,Sell,Buy
BEAM,2023,2023-12-31,377709000.0,-132527000.0,172689000.0,981329000.0,1211043000.0,205565000.0,-0.350870643802504,-0.1350484903635783,0.1759746221705462,5.891289859655097,Healthcare,-0.1098139454811424,-0.0952207451616598,,6,5.200082074852265,-0.5415686572946645,-0.0352839306164631,0.3379192718487636,,Hold,Sell
BEAM,2024,2024-12-31,63518000.0,-376742000.0,161425000.0,733545000.0,878149000.0,182066000.0,-5.931263578828049,-0.5135908499137749,0.2200614822539857,4.823245416497314,Healthcare,0.0451613255519659,0.117741942182416,,6,-0.8318335014521762,1.842756570359248,-0.0652270845276768,-0.2524983975812392,,Hold,Hold
BEAM,2025,2025-12-31,139743000.0,-79992000.0,154123000.0,1238358000.0,1268688000.0,96935000.0,-0.5724222322406132,-0.0645952139849704,0.1244575478173516,13.088028060040234,Healthcare,0.0072150349167974,,,6,1.2000535281337572,-0.7876743235423712,-0.0452346290847143,0.6881827290759257,,,Hold
BEEM,2022,2022-12-31,21995000.0,-19682000.0,1698000.0,23207000.0,19935000.0,13172000.0,-0.8948397363037054,-0.8481061748610333,0.0731675787477916,1.513437594898269,Technology,0.0570735017150504,-0.5956284077066153,-0.920461445209816,9,,,,,Sell,Sell,Buy
BEEM,2023,2023-12-31,67352000.0,-16060000.0,1270000.0,49542000.0,40722000.0,16874000.0,-0.2384487468820525,-0.3241693916273061,0.0256348149045254,2.4132985658409387,Technology,0.0255255375658908,-0.5240240016633455,,9,2.0621504887474424,-0.1840260136165024,-0.2520612485276796,1.1347869177403371,,Sell,Hold
BEEM,2024,2024-12-31,49336000.0,-11282000.0,1929000.0,41288000.0,27126000.0,13315000.0,-0.2286768282795524,-0.2732513078860686,0.046720596783569,2.0372512204280886,Technology,-0.1577287028284716,-0.5268138915145852,,9,-0.2674902007364295,-0.2975093399750934,0.5188976377952756,-0.1666061119857897,,Sell,Sell
BEEM,2025,2025-12-31,28236000.0,-27003000.0,1498000.0,24845000.0,21041000.0,12109000.0,-0.9563323416914578,-1.086858522841618,0.0602938216945059,1.7376331654141548,Technology,0.0466667016347249,,,9,-0.4276795848873034,1.39345860663003,-0.2234318299637118,-0.3982513078860685,,,Hold
BEEP,2022,2022-12-31,29101000.0,-8119000.0,219679000.0,87327000.0,15761000.0,102157000.0,-0.2789938490086251,-0.0929723911276008,2.515590825288857,0.1542821343618156,Industrials,0.0,-0.6297010649424627,-0.8158148517165172,7,,,,,Sell,Sell,Hold
BEEP,2023,2023-12-31,30272000.0,-25123000.0,192903000.0,131214000.0,20358000.0,84123000.0,-0.8299088266384778,-0.1914658496806743,1.4701403813617449,0.2420027816411682,Industrials,0.0026041642413474,0.171875026193448,,7,0.0402391670389332,2.0943465944081785,-0.1218869350279271,0.5025593459067643,,Buy,Hold
BEEP,2024,2024-12-31,37008000.0,-5765000.0,213159000.0,169983000.0,25332000.0,38935000.0,-0.1557771292693471,-0.0339151562215045,1.2540018707753129,0.6506228329266727,Industrials,-0.0644444359673394,-0.4333333439297146,,7,0.2225158562367863,-0.7705289973331211,0.1050061429837794,0.2954638986693494,,Sell,Hold
BEEP,2025,2025-12-31,35075000.0,-21440000.0,207666000.0,141271000.0,20327000.0,41648000.0,-0.6112615823235923,-0.1517650473203984,1.4699832237331087,0.4880666538609297,Industrials,0.2352941781454306,,,7,-0.0522319498486814,2.71899392888118,-0.0257694960100206,-0.1689110087479336,,,Buy
BELFA,2022,2022-12-31,654233000.0,52689000.0,116612000.0,262346000.0,381408000.0,136304000.0,0.0805355278623976,0.2008378248572495,0.4444969620272465,2.7982157530226552,Technology,0.2612363343060572,0.99052065659072,6.8101138259834215,9,,,,,Buy,Buy,Buy
BELFA,2023,2023-12-31,639813000.0,73831000.0,80562000.0,340558000.0,381478000.0,110609000.0,0.1153946543755753,0.2167942024559693,0.2365588240475925,3.44888752271515,Technology,0.1204488982148383,0.4246151391281313,,9,-0.0220410771086142,0.4012602250944219,-0.3091448564470209,0.2981253764113041,,Buy,Buy
BELFA,2024,2024-12-31,534792000.0,40960000.0,318212000.0,360576000.0,373530000.0,128069000.0,0.0765905249143592,0.1135960241391551,0.8825102058927937,2.916630878666969,Technology,-0.0822839344129109,0.6898389777696913,,9,-0.1641432731126125,-0.4452194877490485,2.949901938879373,0.0587800022316316,,Buy,Sell
BELFA,2025,2025-12-31,675455000.0,61536000.0,221396000.0,425513000.0,384761000.0,127445000.0,0.0911030342509863,0.1446160281824527,0.5203037275006874,3.0190356624426222,Technology,0.3055193577328339,,,9,0.263023755029993,0.5023437500000001,-0.3042499968574409,0.1800924077032304,,,Buy
BELFB,2022,2022-12-31,654233000.0,52689000.0,116612000.0,262346000.0,381408000.0,136304000.0,0.0805355278623976,0.2008378248572495,0.4444969620272465,2.7982157530226552,Technology,0.206731076072974,1.0060702934306094,7.648307338389075,9,,,,,Buy,Buy,Buy
BELFB,2023,2023-12-31,639813000.0,73831000.0,80562000.0,340558000.0,381478000.0,110609000.0,0.1153946543755753,0.2167942024559693,0.2365588240475925,3.44888752271515,Technology,0.0256914583489462,0.269000640542524,,9,-0.0220410771086142,0.4012602250944219,-0.3091448564470209,0.2981253764113041,,Buy,Hold
BELFB,2024,2024-12-31,534792000.0,40960000.0,318212000.0,360576000.0,373530000.0,128069000.0,0.0765905249143592,0.1135960241391551,0.8825102058927937,2.916630878666969,Technology,-0.0157314513422,1.063163329215201,,9,-0.1641432731126125,-0.4452194877490485,2.949901938879373,0.0587800022316316,,Buy,Hold
BELFB,2025,2025-12-31,675455000.0,61536000.0,221396000.0,425513000.0,384761000.0,127445000.0,0.0911030342509863,0.1446160281824527,0.5203037275006874,3.0190356624426222,Technology,0.2714037691134898,,,9,0.263023755029993,0.5023437500000001,-0.3042499968574409,0.1800924077032304,,,Buy
BEN,2022,2022-09-30,8275300000.0,1291900000.0,9362500000.0,11474600000.0,6047300000.0,1636200000.0,0.1561151861563931,0.1125878026249281,0.8159325815278964,3.695941816403863,Financial Services,0.0896838919584255,0.1787273797943216,0.7559791413057778,5,,,,,Buy,Buy,Buy
BEN,2023,2023-09-30,7849400000.0,882800000.0,11752400000.0,11916900000.0,5750800000.0,1393200000.0,0.1124671949448365,0.0740796683701298,0.9861960744824576,4.127763422337066,Financial Services,-0.0702188421635485,-0.1242612093459773,,5,-0.0514664120938214,-0.3166653765771344,0.2552630173564754,0.0385460059609921,,Hold,Hold
BEN,2024,2024-09-30,8478000000.0,464800000.0,13086900000.0,12508100000.0,5888000000.0,1819200000.0,0.0548242510025949,0.0371599203715992,1.0462740144386438,3.236587510993844,Financial Services,0.0367243718014592,0.218697571737084,,5,0.0800825540805667,-0.4734934299954689,0.1135512746332663,0.0496102174223163,,Buy,Hold
BEN,2025,2025-09-30,8770700000.0,524900000.0,13299900000.0,12077800000.0,5115600000.0,1885900000.0,0.0598469905480748,0.0434599016377154,1.101185646392555,2.7125510366403307,Financial Services,-0.0155641171893056,,,5,0.0345246520405755,0.1293029259896729,0.0162758178025352,-0.0344017076934146,,,Hold
BENF,2023,2023-03-31,-104989000.0,-130980000.0,151443000.0,1586200000.0,28275000.0,79223000.0,1.2475592681138024,-0.0825747068465515,0.0954753498928256,0.3569039294144377,Financial Services,0.0076701380532682,-0.9939597317660768,,5,,,,,,Sell,Hold
BENF,2024,2024-03-31,-98908000.0,-2095641000.0,120505000.0,-234349000.0,17803000.0,185140000.0,21.187780563756217,8.942393609531084,-0.5142117098856833,0.0961596629577617,Financial Services,-0.3412698495294923,-0.9378968262040186,,5,-0.0579203535608492,10.0,-0.2042880819846411,-1.14774240322784,,Sell,Sell
BENF,2025,2025-03-31,-7945000.0,51162000.0,117896000.0,-167001000.0,46567000.0,177672000.0,-6.439521711768408,-0.3063574469613954,-0.705959844551829,0.2620953217164212,Financial Services,-0.1054312876974392,0.3977636070218082,,5,-0.9196728272738304,-1.024413532661367,-0.0216505539189245,-0.2873833470593004,,Buy,Sell
BETA,2025,2025-12-31,35616000.0,-745868000.0,203899000.0,1817836000.0,1739468000.0,76395000.0,-20.941936208445643,-0.410305440094706,0.1121657839321038,22.769395902873224,Industrials,-0.2935129049278966,,,7,,,,,,,Sell
BETR,2022,2022-12-31,395082000.0,-877077000.0,1095960000.0,-167903000.0,694164000.0,264692000.0,-2.219987243154585,5.22371250067003,-6.527340190467115,2.622534870717664,Financial Services,0.0074331020812685,-0.9219028711082676,-0.9495540123628554,5,,,,,Sell,Sell,Hold
BETR,2023,2023-12-31,102113000.0,-536420000.0,672064000.0,122600000.0,796880000.0,208263000.0,-5.253199886400361,-4.37536704730832,5.481761827079935,3.826315764201994,Financial Services,-0.2195431774335686,-0.773604067745148,,5,-0.7415397309925534,-0.3884003342922001,-0.3867805394357458,-1.7301834988058582,,Sell,Sell
BETR,2024,2024-12-31,120053000.0,-206290000.0,767900000.0,-58170000.0,861863000.0,435562000.0,-1.7183244067203651,3.54632972322503,-13.200962695547531,1.97873781459356,Financial Services,0.1412556298323864,2.652466541748162,,5,0.1756877185079275,-0.6154319376607882,0.1425995143319685,-1.4744698205546491,,Buy,Buy
BETR,2025,2025-12-31,206895000.0,-165872000.0,615293000.0,37183000.0,1461623000.0,1254380000.0,-0.8017206795717634,-4.460963343463411,16.547696527983216,1.1652154849407677,Financial Services,-0.1752609168480345,,,5,0.7233638476339617,-0.1959280624363759,-0.1987329079307201,-1.6392126525700532,,,Sell
BF-A,2022,2022-04-30,3933000000.0,838000000.0,2269000000.0,2737000000.0,3776000000.0,1034000000.0,0.213068904144419,0.3061746437705517,0.8290098648154914,3.6518375241779495,Consumer Defensive,0.0384931641123182,0.1020263088733435,-0.5199264042237008,3,,,,,Sell,Hold,Hold
BF-A,2023,2023-04-30,4228000000.0,783000000.0,2913000000.0,3268000000.0,3801000000.0,1084000000.0,0.1851939451277199,0.2395960832313341,0.8913708690330477,3.506457564575646,Consumer Defensive,-0.0536092848653836,-0.2486765321638512,,3,0.0750063564708873,-0.0656324582338901,0.2838254737769943,0.1940080379978077,,Sell,Hold
BF-A,2024,2024-04-30,4178000000.0,1024000000.0,3100000000.0,3517000000.0,4036000000.0,1559000000.0,0.2450933460986117,0.2911572362809212,0.8814330395223201,2.588838999358563,Consumer Defensive,-0.0925207720780216,-0.2795872436301381,,3,-0.0118259224219489,0.3077905491698596,0.0641949879848953,0.0761933904528764,,Sell,Sell
BF-A,2025,2025-04-30,3975000000.0,869000000.0,2733000000.0,3993000000.0,4195000000.0,1080000000.0,0.2186163522012578,0.2176308539944903,0.6844477836213373,3.884259259259259,Consumer Defensive,-0.0398729417316694,-0.2154637629071668,,3,-0.0485878410722834,-0.1513671875,-0.1183870967741935,0.1353426215524595,,Sell,Hold
BF-B,2022,2022-04-30,3933000000.0,838000000.0,2269000000.0,2737000000.0,3776000000.0,1034000000.0,0.213068904144419,0.3061746437705517,0.8290098648154914,3.6518375241779495,Consumer Defensive,0.0122473089900478,0.0109520251132685,-0.5617414748695959,3,,,,,Sell,Hold,Hold
BF-B,2023,2023-04-30,4228000000.0,783000000.0,2913000000.0,3268000000.0,3801000000.0,1084000000.0,0.1851939451277199,0.2395960832313341,0.8913708690330477,3.506457564575646,Consumer Defensive,-0.0575892092910847,-0.2567464290858681,,3,0.0750063564708873,-0.0656324582338901,0.2838254737769943,0.1940080379978077,,Sell,Hold
BF-B,2024,2024-04-30,4178000000.0,1024000000.0,3100000000.0,3517000000.0,4036000000.0,1559000000.0,0.2450933460986117,0.2911572362809212,0.8814330395223201,2.588838999358563,Consumer Defensive,-0.0748170905808391,-0.2563289229855476,,3,-0.0118259224219489,0.3077905491698596,0.0641949879848953,0.0761933904528764,,Sell,Hold
BF-B,2025,2025-04-30,3975000000.0,869000000.0,2733000000.0,3993000000.0,4195000000.0,1080000000.0,0.2186163522012578,0.2176308539944903,0.6844477836213373,3.884259259259259,Consumer Defensive,-0.0430541148498234,-0.2355749727546782,,3,-0.0485878410722834,-0.1513671875,-0.1183870967741935,0.1353426215524595,,Sell,Hold
BFAM,2022,2022-12-31,2020487000.0,80641000.0,1966076000.0,1080453000.0,347710000.0,786294000.0,0.0399116648609963,0.0746362868167333,1.8196774871280843,0.4422137266722116,Consumer Cyclical,0.1677566354265684,0.4214448529957818,-0.0999239497311668,2,,,,,Hold,Buy,Buy
BFAM,2023,2023-12-31,2418257000.0,74223000.0,1859852000.0,1212676000.0,446899000.0,799433000.0,0.0306927675594446,0.0612059610316358,1.533675936523853,0.5590199553933851,Consumer Cyclical,0.0512518827567926,0.1860689017761567,,2,0.1968683787621499,-0.079587306705026,-0.0540284302336226,0.1223773731943915,,Buy,Buy
BFAM,2024,2024-12-31,2686013000.0,140191000.0,1792601000.0,1278396000.0,496031000.0,779399000.0,0.0521929715157745,0.1096616384907337,1.4022266965791508,0.6364275550776944,Consumer Cyclical,0.105999099339123,-0.0852503119379688,,2,0.1107227230191001,0.8887811055872168,-0.0361593288068082,0.0541941953168034,,Hold,Buy
BFAM,2025,2025-12-31,2933607000.0,193116000.0,1760240000.0,1339291000.0,503973000.0,966165000.0,0.0658288584667271,0.1441927109194342,1.3143073462003405,0.5216220831845492,Consumer Cyclical,-0.0909270323664643,,,2,0.0921790028566502,0.3775206682311989,-0.0180525392990409,0.0476339099934606,,,Sell
BFLY,2022,2022-12-31,73390000.0,-168723000.0,31892000.0,325360000.0,357137000.0,51329000.0,-2.2989916882409047,-0.518573272682567,0.0980206540447504,6.95780163260535,Healthcare,0.1752137183202575,-0.5470085548461074,1.0427352073238114,6,,,,,Buy,Sell,Buy
BFLY,2023,2023-12-31,65900000.0,-133700000.0,25027000.0,220053000.0,231263000.0,44271000.0,-2.0288315629742035,-0.6075809009647676,0.1137316919105851,5.223803392740169,Healthcare,-0.14999993252304,1.943396277341102,,6,-0.1020575010219375,-0.2075769160102654,-0.2152577448890004,-0.3236630194246374,,Buy,Sell
BFLY,2024,2024-12-31,82056000.0,-72492000.0,22835000.0,168832000.0,192613000.0,48215000.0,-0.8834454518865166,-0.4293735784685367,0.1352527956785443,3.99487711293166,Healthcare,0.2788462038106015,0.2179487473395695,,6,0.2451593323216996,-0.4578010471204188,-0.0875854077596196,-0.2327666516702794,,Buy,Buy
BFLY,2025,2025-12-31,97610000.0,-77064000.0,20398000.0,195979000.0,249103000.0,65117000.0,-0.7895092715910255,-0.3932258048056169,0.1040825802764582,3.825468003747101,Healthcare,0.0052631529414422,,,6,0.1895534756751486,0.0630690283065718,-0.1067221370702868,0.1607929776345715,,,Hold
BFRG,2022,2022-12-31,10000.0,-2802487.0,1578740.0,-3057352.0,72670.0,3137721.0,-280.2487,0.9166386467766878,-0.5163749545358205,0.0231601216296796,Healthcare,0.0,-0.5384615384615384,-0.8967692301823542,6,,,,,Sell,Sell,Hold
BFRI,2022,2022-12-31,28674000.0,-640000.0,1346000.0,23878000.0,43140000.0,20894000.0,-0.0223198716607379,-0.0268029148169863,0.0563698802244744,2.0647075715516414,Healthcare,0.0059171824690504,-0.8343195257089723,-0.9449704125358178,6,,,,,Sell,Sell,Hold
BFRI,2023,2023-12-31,34071000.0,-20131000.0,5399000.0,4793000.0,23075000.0,18088000.0,-0.5908543922984356,-4.200083455038598,1.1264343834759023,1.2757076514816452,Healthcare,-0.5249999765838892,-0.6107142671638602,,6,0.1882192927390666,10.0,3.011144130757801,-0.7992712957534132,,Sell,Sell
BFRI,2024,2024-12-31,37321000.0,-17759000.0,4922000.0,4433000.0,20700000.0,12021000.0,-0.4758446986951046,-4.006090683510038,1.1103090457929168,1.7219865235837284,Healthcare,0.0366972115854364,-0.4770642427591022,,6,0.0953890405330046,-0.1178282251254284,-0.0883496943878495,-0.0751095347381598,,Sell,Hold
BFRI,2025,2025-12-31,41705000.0,-10536000.0,6161000.0,10480000.0,18083000.0,11895000.0,-0.2526315789473684,-1.0053435114503817,0.587881679389313,1.5202185792349727,Healthcare,0.5719298928067964,,,6,0.1174673776158194,-0.4067233515400642,0.2517269402681836,1.364087525377848,,,Buy
BFS,2022,2022-12-31,245860000.0,50194000.0,1222900000.0,400484000.0,69602000.0,227372000.0,0.2041568372244366,0.1253333466505528,3.053555198210166,0.3061150889291557,Real Estate,0.0668216095921101,0.0278209537774933,0.1270822467367953,8,,,,,Hold,Hold,Buy
BFS,2023,2023-12-31,257207000.0,52689000.0,1387001000.0,348389000.0,64439000.0,354674000.0,0.20485056783058,0.1512361182471318,3.9811848250088255,0.1816851531265331,Real Estate,-0.0129116976362334,0.0482542518157414,,8,0.0461522817863824,0.0497071363111127,0.1341900400686893,-0.1300801030752789,,Hold,Hold
BFS,2024,2024-12-31,268847000.0,50649000.0,1532616000.0,335754000.0,61248000.0,256120000.0,0.1883933984757129,0.1508515162887113,4.564699154738291,0.2391379041074496,Real Estate,-0.0436724155136346,-0.1283393989314185,,8,0.0452553779640523,-0.0387177589250128,0.1049855046968242,-0.036266931504726,,Hold,Hold
BFS,2025,2025-12-31,289843000.0,37511000.0,1601802000.0,307820000.0,69540000.0,205457000.0,0.1294183402738724,0.1218601780261191,5.20369696575921,0.3384649829404693,Real Estate,0.0320505698848794,,,8,0.0780964637879537,-0.2593930778495132,0.0451424231510044,-0.0831978174496804,,,Hold
BGC,2022,2022-12-31,1774295000.0,48712000.0,1213278000.0,669645000.0,1745039000.0,900051000.0,0.0274542846595408,0.0727430205556675,1.811822682167417,1.9388223556220705,Financial Services,0.1040609519351841,0.785558086021599,1.816838588286259,5,,,,,Buy,Buy,Buy
BGC,2023,2023-12-31,1979979000.0,36265000.0,1337867000.0,885083000.0,1747007000.0,929059000.0,0.0183158508246804,0.0409735584120359,1.5115723610102103,1.8804047966813733,Financial Services,0.0114612111793188,0.3081213226200193,,5,0.1159243530529026,-0.2555222532435539,0.1026879247789871,0.3217197171635717,,Buy,Hold
BGC,2024,2024-12-31,2206595000.0,126988000.0,1476614000.0,898507000.0,1853678000.0,973703000.0,0.0575493010724668,0.141332232247495,1.6434084542468783,1.9037406683557512,Financial Services,0.0529801804513618,-0.0058280500851818,,5,0.1144537391558193,2.5016682751964705,0.103707618171313,0.0151669391458202,,Hold,Buy
BGC,2025,2025-12-31,2887635000.0,154962000.0,1992742000.0,972483000.0,2359658000.0,1112208000.0,0.0536639845409825,0.159346744364683,2.0491278510781163,2.1215977586926185,Financial Services,0.0347144103904569,,,5,0.3086384225469558,0.2202885311997984,0.3495348141084942,0.0823321354202026,,,Hold
BGDE,2022,2022-12-31,84385407.0,-52762308.0,31262439.0,77072024.0,20339268.0,35513408.0,-0.625253937567665,-0.6845844349436054,0.4056262879511247,0.572720815754996,Financial Services,0.6562498944501124,0.5781248975545209,-0.812239589800851,5,,,,,Sell,Buy,Buy
BGDE,2023,2023-12-31,43571720.0,-58545093.0,21868501.0,29238044.0,20138659.0,53315234.0,-1.343648885102539,-2.0023601099991506,0.7479467846754728,0.3777280429829868,Financial Services,-0.2706270317512495,-0.7260725940684856,,5,-0.4836581163849811,0.109600683124021,-0.3004864079862739,-0.6206399873448244,,Sell,Sell
BGDE,2024,2024-12-31,59265125.0,-46131701.0,25281172.0,-3238837.0,26006315.0,61947418.0,-0.7783954053922943,14.243291959428646,-7.805632700873801,0.419812735375024,Financial Services,-0.0963855629338284,-0.7463855456987508,,5,0.3601740991634024,-0.2120312969696709,0.156054180393983,-1.1107747495010267,,Sell,Sell
BGDE,2025,2025-12-31,39754085.0,-23656569.0,28482319.0,-3117791.0,27494463.0,58841034.0,-0.5950726573130787,7.587605776012568,-9.135416389360287,0.4672668226734425,Financial Services,-0.0213777082594764,,,5,-0.3292162127389422,-0.4871949551567587,0.1266217800345648,-0.0373732917093388,,,Hold
BGLC,2022,2022-12-31,10928707.0,-355966.0,56775.0,6665013.0,6021826.0,2004077.0,-0.0325716482288343,-0.0534081478910843,0.0085183629799371,3.0047877401916194,Basic Materials,0.0,-0.9565000017484028,-0.9817499995231628,0,,,,,Sell,Sell,Hold
BGLC,2023,2023-12-31,9770806.0,-2629043.0,133395.0,9657852.0,8046800.0,1630923.0,-0.2690712516449512,-0.2722181909600603,0.0138120774681575,4.933893261668393,Basic Materials,-0.1015325199757781,-0.4636015201423057,,0,-0.1059504111511087,6.385657618986083,1.3495376486129458,0.4490372336858157,,Sell,Sell
BGLC,2024,2024-12-31,9510646.0,-1598342.0,210557.0,8322804.0,7430449.0,1951303.0,-0.1680581949953767,-0.1920436910445085,0.0252988055467844,3.8079421801739657,Basic Materials,0.4571428547100145,0.410714326768506,,0,-0.026626257854265,-0.3920441772918891,0.5784474680460288,-0.1382344645579576,,Buy,Buy
BGLC,2025,2025-12-31,7424911.0,-2984607.0,176046.0,8614928.0,5448738.0,520957.0,-0.4019720909785989,-0.3464459598501577,0.0204349937689554,10.459093552826817,Basic Materials,-0.2848101231441,,,0,-0.2193052921957141,0.8673143795257836,-0.1639033610851218,0.0350992285772919,,,Sell
BGMS,2023,2023-12-31,420000.0,-22555000.0,37000.0,607000.0,7444000.0,8161000.0,-53.70238095238095,-37.15815485996705,0.0609555189456342,0.9121431197157212,Healthcare,-0.1547169961350395,-0.8566037796798598,,6,,,,,,Sell,Sell
BGMS,2024,2024-12-31,43000.0,-11212000.0,0.0,-2174000.0,3674000.0,6268000.0,-260.74418604651163,5.157313707451702,-0.0,0.5861518825781749,Healthcare,-0.1315789382480679,-0.9663847068066846,,6,-0.8976190476190476,-0.5029040124140989,-1.0,-4.58154859967051,,Sell,Sell
BGMS,2025,2025-12-31,747000.0,-2998000.0,2000.0,6842000.0,6256000.0,1332000.0,-4.0133868808567605,-0.4381759719380298,0.0002923121894182,4.696696696696697,Healthcare,-0.2364864995481323,,,6,10.0,-0.7326079200856226,,-4.147194112235511,,,Sell
BGS,2022,2022-12-31,2163000000.0,-11370000.0,2458233000.0,868166000.0,1018817000.0,271534000.0,-0.005256588072122,-0.0130965736967354,2.831524155518645,3.752078929342182,Consumer Defensive,0.2473309892222831,0.0559724746936176,-0.5230819234625382,3,,,,,Sell,Hold,Buy
BGS,2023,2023-12-31,2062313000.0,-66198000.0,2117547000.0,835463000.0,802824000.0,262418000.0,-0.0320989103012006,-0.0792351067611611,2.534579029831363,3.0593328201571537,Consumer Defensive,-0.0969478510847498,-0.3241603682008788,,3,-0.046549699491447,4.822163588390501,-0.1385897919359149,-0.0376690632897395,,Sell,Sell
BGS,2024,2024-12-31,1932454000.0,-251251000.0,2076834000.0,524807000.0,781444000.0,236865000.0,-0.1300165489062094,-0.4787493307063358,3.957329075260048,3.299111308129103,Consumer Defensive,-0.0595065401362484,-0.2681273774611707,,3,-0.0629676484607332,2.7954469923562644,-0.0192264917850701,-0.3718369335326639,,Sell,Hold
BGS,2025,2025-12-31,1828687000.0,-43257000.0,2001409000.0,452925000.0,739818000.0,222841000.0,-0.0236546768255037,-0.0955058784566981,4.418853010984159,3.319936636435844,Consumer Defensive,0.0372093430416141,,,3,-0.0536970090879265,-0.8278335210606127,-0.0363172983493144,-0.1369684474483,,,Hold
BGSF,2022,2022-12-31,298422000.0,25361000.0,71562000.0,100736000.0,76162000.0,28207000.0,0.084983680827821,0.2517570679796696,0.7103915184243964,2.7001099017974264,Industrials,-0.0548302811379017,-0.3513672939948208,-0.4989357098266019,7,,,,,Sell,Sell,Hold
BGSF,2023,2023-12-31,125077000.0,-10223000.0,68944000.0,85536000.0,66911000.0,85055000.0,-0.0817336520703246,-0.1195169285447063,0.8060231949120839,0.7866792075715713,Industrials,0.0851064104245452,-0.4343150597069368,,7,-0.5808720536689654,-1.403099246875123,-0.0365836617199072,-0.1508894536213468,,Sell,Buy
BGSF,2024,2024-12-31,104402000.0,-3338000.0,47563000.0,82269000.0,45347000.0,25920000.0,-0.0319725675753338,-0.0405742138594124,0.5781400041327839,1.7494984567901235,Industrials,-0.0019083906606421,0.23009282754731,,7,-0.1652981763233848,-0.6734813655482734,-0.3101212578324437,-0.0381944444444444,,Buy,Hold
BGSF,2025,2025-12-31,93310000.0,-11430000.0,1156000.0,48105000.0,38450000.0,9334000.0,-0.1224949094416461,-0.2376052385406922,0.0240307660326369,4.11934861795586,Industrials,0.2311014402541593,,,7,-0.1062431754180954,2.4242061114439784,-0.9756953934781236,-0.4152718520949567,,,Buy
BH,2022,2022-12-31,368231000.0,-32018000.0,118825000.0,546966000.0,150654000.0,134897000.0,-0.0869508542192265,-0.0585374593667613,0.2172438506232563,1.1168076384204244,Consumer Cyclical,0.1786772687397443,0.1501987557828436,1.166389504865276,2,,,,,Buy,Buy,Buy
BH,2023,2023-12-31,365318000.0,54948000.0,101244000.0,599330000.0,152551000.0,111100000.0,0.1504114223772165,0.091682378656166,0.1689286369779587,1.3730963096309632,Consumer Cyclical,-0.0280274403130424,0.5980015426594036,,2,-0.0079107951258856,-2.7161596601911424,-0.1479570797391121,0.0957353839178303,,Buy,Hold
BH,2024,2024-12-31,362114000.0,-3759000.0,150188000.0,572961000.0,170615000.0,147316000.0,-0.0103807088375483,-0.0065606559608769,0.2621260434828897,1.1581566157104457,Consumer Cyclical,-0.0876164983583405,0.3072869615507188,,2,-0.0087704410951554,-1.0684101332168596,0.4834261783414326,-0.0439974638346153,,Buy,Sell
BH,2025,2025-12-31,395261000.0,-37488000.0,358637000.0,523429000.0,378526000.0,155995000.0,-0.0948436602649894,-0.0716200286953913,0.6851683800477237,2.426526491233693,Consumer Cyclical,0.1701110596410597,,,2,0.0915374716249579,8.972865123703112,1.3879204730071644,-0.0864491649518902,,,Buy
BH-A,2022,2022-12-31,368231000.0,-32018000.0,118825000.0,546966000.0,150654000.0,134897000.0,-0.0869508542192265,-0.0585374593667613,0.2172438506232563,1.1168076384204244,Consumer Cyclical,0.1576083524579703,0.1488249884854744,1.3741678961339014,2,,,,,Buy,Hold,Buy
BH-A,2023,2023-12-31,365318000.0,54948000.0,101244000.0,599330000.0,152551000.0,111100000.0,0.1504114223772165,0.091682378656166,0.1689286369779587,1.3730963096309632,Consumer Cyclical,-0.0062725687588221,0.6059224390015521,,2,-0.0079107951258856,-2.7161596601911424,-0.1479570797391121,0.0957353839178303,,Buy,Hold
BH-A,2024,2024-12-31,362114000.0,-3759000.0,150188000.0,572961000.0,170615000.0,147316000.0,-0.0103807088375483,-0.0065606559608769,0.2621260434828897,1.1581566157104457,Consumer Cyclical,-0.1294754918227567,0.3647558507563344,,2,-0.0087704410951554,-1.0684101332168596,0.4834261783414326,-0.0439974638346153,,Buy,Sell
BH-A,2025,2025-12-31,395261000.0,-37488000.0,358637000.0,523429000.0,378526000.0,155995000.0,-0.0948436602649894,-0.0716200286953913,0.6851683800477237,2.426526491233693,Consumer Cyclical,0.147087689563078,,,2,0.0915374716249579,8.972865123703112,1.3879204730071644,-0.0864491649518902,,,Buy
BHC,2022,2022-12-31,8124000000.0,-225000000.0,20766000000.0,-692000000.0,4247000000.0,3941000000.0,-0.0276957163958641,0.3251445086705202,-30.008670520231213,1.0776452676985535,Healthcare,0.2261145783465064,0.2388534952048634,-0.1863057384085104,6,,,,,Hold,Buy,Buy
BHC,2023,2023-12-31,8757000000.0,-592000000.0,22388000000.0,-1022000000.0,5596000000.0,4302000000.0,-0.0676030604088158,0.5792563600782779,-21.90606653620352,1.300790330079033,Healthcare,0.0089973898375952,0.0359897432207456,,6,0.077917282127031,1.6311111111111112,0.0781084464990851,0.476878612716763,,Hold,Hold
